head: 66,2022-11-01 21:41:29.878409
head: 69,2022-11-01 21:41:29.878409
head: 69,2022-11-01 21:41:29.878409
head: 70,2022-11-01 21:41:29.878409
head: 74,2022-11-01 21:41:29.878409
head: 74,2022-11-01 21:41:29.878409
head: 74,2022-11-01 21:41:29.878409
head: 74,2022-11-01 21:41:29.878409
head: 75,2022-11-01 21:41:29.878409
eyes: 76,2022-11-01 21:41:29.878409
head: 76,2022-11-01 21:41:29.878409
head: 77,2022-11-01 21:41:29.878409
eyes: 3,2022-11-01 21:43:05.723049
eyes: 3,2022-11-01 21:43:05.723049
eyes: 3,2022-11-01 21:43:05.723049
eyes: 3,2022-11-01 21:43:05.723049
eyes: 3,2022-11-01 21:43:10.144707
eyes: 3,2022-11-01 21:43:10.144707
eyes: 3,2022-11-01 21:43:10.144707
eyes: 3,2022-11-01 21:43:10.144707
eyes: 3,2022-11-01 21:43:10.144707
eyes: 3,2022-11-01 21:43:10.144707
eyes: 3,2022-11-01 21:43:10.144707
eyes: 3,2022-11-01 21:43:10.144707
eyes: 4,2022-11-01 21:43:10.144707
eyes: 4,2022-11-01 21:43:10.144707
eyes: 4,2022-11-01 21:43:10.144707
eyes: 4,2022-11-01 21:43:10.144707
eyes: 4,2022-11-01 21:43:10.144707
eyes: 4,2022-11-01 21:43:10.144707
eyes: 4,2022-11-01 21:43:10.144707
eyes: 4,2022-11-01 21:43:10.144707
eyes: 4,2022-11-01 21:43:10.144707
head: 3,2022-11-01 21:43:18.666456
head: 3,2022-11-01 21:43:18.666456
head: 3,2022-11-01 21:43:18.666456
head: 3,2022-11-01 21:43:18.666456
head: 3,2022-11-01 21:43:18.666456
head: 3,2022-11-01 21:43:18.666456
head: 3,2022-11-01 21:43:18.666456
head: 4,2022-11-01 21:43:18.666456
head: 4,2022-11-01 21:43:18.666456
head: 4,2022-11-01 21:43:18.666456
head: 4,2022-11-01 21:43:18.666456
head: 4,2022-11-01 21:43:18.666456
head: 4,2022-11-01 21:43:18.666456
head: 4,2022-11-01 21:43:18.666456
head: 5,2022-11-01 21:43:18.666456
head: 5,2022-11-01 21:43:18.666456
head: 5,2022-11-01 21:43:18.666456
head: 5,2022-11-01 21:43:18.666456
['head', '77', '2022-11-01 21:41:29.878409']['eyes', '3', '2022-11-01 21:43:05.723049']['eyes', '4', '2022-11-01 21:43:10.144707']['head', '5', '2022-11-01 21:43:18.666456']
